total_events,total_passes_1,completed_passes_1,pass_accuracy_1,key_passes_1,long_balls_1,assists_1,avg_pass_length_1,avg_progression_1,def_actions_1,interceptions_1,tackles_1,clearances_1,blocks_1,recoveries_1,total_dribbles_1,successful_dribbles_1,total_carries_1,avg_carry_length_1,avg_carry_progression_1,final_third_actions_1,total_passes_2,completed_passes_2,pass_accuracy_2,key_passes_2,long_balls_2,assists_2,avg_pass_length_2,avg_progression_2,def_actions_2,interceptions_2,tackles_2,clearances_2,blocks_2,recoveries_2,total_dribbles_2,successful_dribbles_2,total_carries_2,avg_carry_length_2,avg_carry_progression_2,final_third_actions_2
1258,857,733,0.8553092182030338,16,81,3,21.739724895164652,4.432555425904317,149,13,23,38,9,66,12,4,240,9.80450964539051,3.7933333333333334,232,974,822,0.8439425051334702,20,104,3,22.221375376833787,4.7082135523613955,181,16,28,45,10,82,19,5,289,9.900531678995419,4.010726643598615,288
