match_id,player_id,player_name,position,shirt_number,substitute,captain,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedAssists,totalBallCarriesDistance,ballCarriesCount,totalProgression,progressiveBallCarriesCount,keeperSaveValue,rating_original,rating_alternative,totalShots,goalsPrevented,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,totalCross,accurateCross,duelLost,duelWon,challengeLost,totalContest,wonContest,interceptionWon,unsuccessfulTouch,fouls,keyPass,aerialLost,aerialWon,dispossessed,blockedScoringAttempt,outfielderBlock,errorLeadToAShot,totalOffside,expectedGoals,shotValueNormalized,shotOffTarget,bestBallCarryProgression,totalProgressiveBallCarriesDistance,onTargetScoringAttempt,expectedGoalsOnTarget,totalTackle,wonTackle,wasFouled,hitWoodwork,goals,bigChanceMissed,bigChanceCreated,lastManTackle,errorLeadToAGoal,topSpeed,kilometersCovered,numberOfSprints,metersCoveredWalkingKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredHighSpeedRunningKm,metersCoveredSprintingKm,clearanceOffLine
14083422,835485,Brahim Díaz,F,21,False,False,25.0,21.0,0.0,0.0,0.0,10.0,12.0,11.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,53.0,34.0,6.3,7.0,0.00594274,57.300082894746,9.0,32.687773097824,0.0,0.0,6.3,6.7,1,0.0,-0.08,0.04,-0.03,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0891,-0.05,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083422,851271,Fran García,D,20,True,False,24.0,20.0,1.0,1.0,0.0,14.0,15.0,6.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,76.0,51.0,6.8,9.0,0.127471,30.772114046651,5.0,21.786888548695,1.0,0.0,6.8,7.2,0,0.0,-0.17,0.13,0.25,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3.0,1.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4820434476245,7.63585810502,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083422,1402716,Gonzalo García,F,16,True,False,8.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,13.0,6.1,4.0,0.0533498,5.8518346695716,1.0,5.8094920274943,0.0,0.0,6.1,7.1,2,0.0,0.06,-0.08,-0.04,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2189,-0.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083422,1403559,Franco Mastantuono,F,30,True,False,21.0,20.0,1.0,1.0,0.0,11.0,11.0,9.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,30.0,6.7,5.0,0.0566083,92.7474180703,10.0,36.647387287833,1.0,0.0,6.7,7.2,1,0.0,-0.1,0.21,0.16,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3085,-0.52,0.0,17.64311759203,17.855763103267,1.0,0.2966,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083422,973887,Eduardo Camavinga,M,6,True,False,12.0,11.0,1.0,0.0,0.0,7.0,7.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,6.7,1.0,0.00124016,9.6439806875905,3.0,-2.9742438355277,0.0,0.0,6.7,6.6,0,0.0,-0.03,0.0,0.29,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083422,1402688,César Palacios,M,38,True,False,8.0,7.0,1.0,1.0,0.0,5.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,6.6,1.0,0.00027249,11.652879203398,2.0,-0.58810102703555,0.0,0.0,6.6,6.6,0,0.0,-0.03,-0.18,-0.04,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083422,1493226,Fran González,G,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083422,1403015,Sergio Mestre,G,43,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083422,1085081,Álvaro Carreras,D,18,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083422,1156645,Raúl Asencio,D,17,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083422,66492,David Alaba,D,4,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083422,1142689,David Jiménez,D,35,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,857574,Andriy Lunin,G,13,False,False,31.0,27.0,9.0,5.0,0.0,23.0,24.0,4.0,7.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,90.0,39.0,7.6,4.0,0.00128442,44.043413677167,8.0,12.560412176447,0.0,0.5582,7.6,7.2,0,0.7449,0.06,0.03,0.43,0.45,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,795064,Trent Alexander-Arnold,D,12,False,False,57.0,43.0,11.0,7.0,0.0,22.0,25.0,21.0,32.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,90.0,91.0,6.5,27.0,0.102481,111.03295756418,16.0,2.9481486351516,0.0,0.0,6.5,7.0,0,0.0,0.15,0.02,-0.16,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9.0,2.0,7.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,142622,Antonio Rüdiger,D,22,False,False,66.0,58.0,7.0,1.0,0.0,42.0,46.0,16.0,20.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,90.0,76.0,6.6,8.0,0.0116279,119.03405576808,19.0,21.38871649045,0.0,0.0,6.6,6.6,0,0.0,0.2,0.03,-0.11,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,1176744,Dean Huijsen,D,24,False,False,47.0,41.0,1.0,0.0,0.0,25.0,26.0,16.0,21.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,73.0,57.0,7.6,9.0,0.00527574,209.72778783503,22.0,161.97944903079,2.0,0.0,7.6,7.3,1,0.0,0.18,0.2,0.85,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0064,-0.13,0.0,24.8209545551,40.478968777515,1.0,0.0107,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,792073,Ferland Mendy,D,23,False,False,37.0,32.0,0.0,0.0,0.0,10.0,13.0,22.0,24.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,90.0,48.0,6.0,7.0,0.0162288,68.060952070057,9.0,27.264232433524,0.0,0.0,6.0,6.1,0,0.0,0.09,0.03,-0.49,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,835485,Brahim Díaz,M,21,False,False,27.0,22.0,0.0,0.0,0.0,10.0,11.0,12.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,82.0,36.0,6.3,9.0,0.123667,56.82000721149,8.0,45.66420065517,0.0,0.0,6.3,6.6,0,0.0,-0.26,0.3,0.22,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,991011,Jude Bellingham,M,5,False,False,59.0,51.0,2.0,0.0,0.0,19.0,20.0,32.0,39.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,90.0,78.0,7.0,17.0,0.0918345,262.187068951,28.0,83.598551327059,4.0,0.0,7.0,7.1,3,0.0,-0.02,0.23,-0.04,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2.0,0.0,4.0,9.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.1945,0.2,0.0,22.672765383434,87.822494860892,2.0,0.6171,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,831808,Federico Valverde,M,8,False,True,76.0,71.0,3.0,2.0,0.0,37.0,39.0,34.0,37.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,90.0,91.0,7.3,6.0,0.0458662,158.45614541229,23.0,61.955281827385,2.0,0.0,7.3,7.6,2,0.0,0.12,0.32,0.22,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1129,-0.14,0.0,29.707207806914,53.64835503249,2.0,0.2211,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,2237795,Thiago Pitarch,M,45,False,False,34.0,32.0,0.0,0.0,0.0,10.0,11.0,22.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,48.0,6.7,5.0,0.0850545,187.18528527969,20.0,77.966015444374,1.0,0.0,6.7,6.6,0,0.0,-0.11,0.35,-0.32,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,5.0,6.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,41.895079498818,45.333970706304,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,826643,Kylian Mbappé,F,10,False,False,28.0,22.0,1.0,1.0,0.0,3.0,3.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,43.0,6.3,12.0,0.0978667,89.824616507571,12.0,21.615775556966,1.0,0.0,6.3,7.4,3,0.0,-0.5,0.06,-0.01,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,2.0,4.0,0.0,5.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1916,-0.53,2.0,21.677416198363,21.80327764351,1.0,0.0547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,868812,Vinicius Júnior,F,7,False,False,46.0,39.0,0.0,0.0,0.0,4.0,6.0,35.0,40.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,90.0,56.0,7.6,12.0,0.270016,320.54094358243,32.0,244.47537620498,10.0,0.0,7.6,7.8,2,0.0,-0.03,0.99,0.14,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1.0,0.0,5.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6398,0.27,0.0,21.336522098036,164.63950217,2.0,1.0398,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14083211,66492,David Alaba,D,4,True,False,9.0,8.0,1.0,0.0,0.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,6.2,1.0,0.00034647,20.908459786532,2.0,8.7856011185434,0.0,0.0,6.2,6.1,0,0.0,0.02,0.01,-0.23,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
